city,iteractions_count,clickout_sum,user_id_unique,session_id_unique,item_id_unique,step_median,item_per_session
"Do Son, Vietnam",5,5.0,4,4,2,1.0,0.5
"Utrera, Spain",12,5.0,5,5,4,6.5,0.8
"Graus, Spain",11,5.0,3,4,2,2.0,0.5
"Drawsko Pomorskie , Poland",7,5.0,4,5,4,1.0,0.8
"Zambrone, Italy",35,5.0,2,2,3,9.0,1.5
"Wald, Switzerland",9,5.0,1,1,1,5.0,1.0
"Red River, USA",31,5.0,2,2,5,14.0,2.5
"Markt Indersdorf, Germany",10,5.0,2,4,3,2.0,0.75
"Limanowa, Poland",7,5.0,5,5,3,1.0,0.6
"Redcar, United Kingdom",15,5.0,4,4,5,2.0,1.25
"Bodmin, United Kingdom",33,5.0,3,3,4,52.0,1.3333333333333333
"Valbella, Switzerland",374,5.0,5,5,16,132.5,3.2
"Great Barrier Island, New Zealand",10,5.0,4,5,2,1.5,0.4
"Ajanta, India",22,5.0,9,9,4,17.0,0.4444444444444444
"Camrose, Canada",14,5.0,3,3,5,4.5,1.6666666666666667
"Oia, Spain",87,5.0,8,8,7,76.0,0.875
"Waldsassen, Germany",19,5.0,4,4,6,3.0,1.5
"Marmaraereğlisi, Turkey",136,5.0,5,5,3,35.5,0.6
"South Durras, Australia",12,5.0,5,5,5,2.0,1.0
"Rees, Germany",74,5.0,8,8,6,12.5,0.75
"Vagnhärad, Sweden",11,5.0,2,2,6,5.0,3.0
"Vadstena, Sweden",15,5.0,4,4,3,2.0,0.75
"Kamianets-Podilskyi, Ukraine",9,5.0,2,2,6,4.0,3.0
"Oensingen, Switzerland",15,5.0,2,2,4,4.0,2.0
"Dossenheim, Germany",43,5.0,1,1,3,63.0,3.0
"Reidsville, USA",13,5.0,4,4,4,2.0,1.0
"Valbona, Spain",44,5.0,3,4,5,17.5,1.25
"Markdorf, Germany",13,5.0,5,5,4,2.0,0.8
"La Salvetat-sur-Agoût, France",12,5.0,3,4,6,2.0,1.5
"Graun im Vinschgau, Italy",109,5.0,9,9,9,14.0,1.0
"Dryden, Canada",13,5.0,4,5,3,2.0,0.6
"Grandville, USA",19,5.0,3,3,8,4.0,2.6666666666666665
"Olds, Canada",12,5.0,5,5,5,2.0,1.0
"Rayleigh, United Kingdom",37,5.0,4,4,4,15.0,1.0
"Kankakee, USA",16,5.0,1,2,4,4.5,2.0
"Valdastillas, Spain",9,5.0,4,4,2,2.0,0.5
"Sovetsk, Russia",16,5.0,2,2,5,6.5,2.5
"Campiglia Marittima, Italy",36,5.0,5,5,4,13.5,0.8
"Kangaroo Valley, Australia",37,5.0,7,8,6,4.0,0.75
"Grants Pass, USA",20,5.0,8,8,7,2.0,0.875
"Marinha Grande, Portugal",38,5.0,8,8,5,10.0,0.625
"Dronninglund, Denmark",13,5.0,3,3,1,3.0,0.3333333333333333
"Recco, Italy",37,5.0,3,3,7,42.0,2.3333333333333335
"Arnprior, Canada",12,5.0,2,2,3,5.5,1.5
"Southlake, USA",12,5.0,2,2,4,3.5,2.0
"Grass Valley, USA",13,5.0,2,3,5,3.0,1.6666666666666667
"Boerne, USA",113,5.0,6,7,8,39.0,1.1428571428571428
"Grasse, France",53,5.0,8,8,5,24.0,0.625
"Grassobbio, Italy",51,5.0,5,5,2,35.0,0.4
"Valbonne, France",31,5.0,2,2,6,8.0,3.0
"Aiud, Romania",5,5.0,3,3,3,1.0,1.0
"Thalwil, Switzerland",24,5.0,2,2,4,10.5,2.0
"Rechlin, Germany",25,5.0,4,5,4,6.0,0.8
"Marple Bridge, United Kingdom",16,5.0,1,1,4,9.5,4.0
"Theni, India",19,5.0,4,4,4,4.0,1.0
"Bocapán, Peru",35,5.0,4,4,6,9.0,1.5
"Reilingen, Germany",19,5.0,3,4,1,6.0,0.25
"Lijnden, Netherlands",53,5.0,5,5,4,14.0,0.8
"Martinez, USA",88,5.0,4,6,6,13.5,1.0
"Kalix, Sweden",5,5.0,3,3,2,1.0,0.6666666666666666
"Domus de Maria, Italy",49,5.0,4,4,5,13.0,1.25
"Rialto, USA",35,5.0,5,5,7,8.0,1.4
"Ariquemes, Brazil",6,5.0,3,3,3,1.5,1.0
"Oberkirch, Germany",43,5.0,4,4,5,22.0,1.25
"Waltham Abbey, United Kingdom",6,5.0,4,4,4,1.0,1.0
"Ribarska banja, Serbia",5,5.0,5,5,1,1.0,0.2
"Martinsicuro, Italy",29,5.0,4,7,8,3.0,1.1428571428571428
"Dolores, Uruguay",22,5.0,4,4,3,3.5,0.75
"Kalaw, Myanmar",29,5.0,3,3,5,7.0,1.6666666666666667
"Barra de Carrasco, Uruguay",27,5.0,2,5,3,4.0,0.6
"Großkrotzenburg, Germany",7,5.0,2,2,4,2.0,2.0
"Gruissan, France",6,5.0,4,4,4,1.0,1.0
"Canta, Peru",5,5.0,5,5,2,1.0,0.4
"Dois Irmãos, Brazil",14,5.0,5,6,4,2.5,0.6666666666666666
"Cantalojas, Spain",19,5.0,3,3,5,4.0,1.6666666666666667
"Gryfice  , Poland",7,5.0,2,2,4,2.0,2.0
"Néris-les-Bains, France",38,5.0,4,4,6,6.5,1.5
"Thong Sala, Thailand",45,5.0,4,4,6,20.0,1.5
"Canvey Island, United Kingdom",7,5.0,4,4,3,2.0,0.75
"Marzamemi, Italy",9,5.0,4,4,4,4.0,1.0
"Canfranc, Spain",6,5.0,2,2,6,2.0,3.0
"Martigues, France",37,5.0,2,2,6,23.0,3.0
"Barolo, Italy",76,5.0,9,9,7,12.5,0.7777777777777778
"Ocna Sibiului, Romania",12,5.0,4,4,5,2.5,1.25
"Gressoney La Trinité, Italy",29,5.0,8,8,6,3.0,0.75
"Odder, Denmark",41,5.0,3,3,5,12.0,1.6666666666666667
"Liloan, Philippines",46,5.0,3,3,6,10.5,2.0
"Souillac, France",219,5.0,5,5,16,604.0,3.2
"Remseck, Germany",15,5.0,2,2,7,8.0,3.5
"Soto del Barco, Spain",5,5.0,4,4,1,1.0,0.25
"Griante, Italy",25,5.0,4,6,3,5.0,0.5
"Kalwaria Zebrzydowska, Poland",20,5.0,5,5,4,26.5,0.8
"Kaluža, Slovakia",15,5.0,7,7,5,5.0,0.7142857142857143
"Ocnele Mari, Romania",17,5.0,5,5,7,4.0,1.4
"Walldorf, Germany",136,5.0,6,8,3,118.0,0.375
"Zagora, Greece",164,5.0,6,6,11,47.5,1.8333333333333333
"Renton, USA",100,5.0,4,4,9,44.5,2.25
"Wallingford, United Kingdom",11,5.0,3,5,5,3.0,1.0
"Grimentz, Switzerland",13,5.0,6,6,6,2.0,1.0
"Resplendor, Brazil",13,5.0,5,5,2,3.0,0.4
"Donja Stubica, Croatia",45,5.0,8,8,4,5.0,0.5
"Reynoldsburg, USA",25,5.0,3,3,2,11.0,0.6666666666666666
"Canelli, Italy",7,5.0,2,2,5,2.0,2.5
"Canena, Spain",67,5.0,4,5,3,26.0,0.6
"Obsteig, Austria",185,5.0,4,4,13,46.0,3.25
"Walpole, USA",69,5.0,2,5,3,117.0,0.6
"Meckenbeuren, Germany",9,5.0,5,5,6,2.0,1.2
"Joyeuse, France",23,5.0,3,3,7,9.0,2.3333333333333335
"Guápiles, Costa Rica",42,5.0,4,4,3,13.5,0.75
"Hambantota, Sri Lanka",66,5.0,5,5,5,23.5,1.0
"Jequiá da Praia, Brazil",21,5.0,7,7,3,8.0,0.42857142857142855
"Alcester, United Kingdom",11,5.0,3,3,3,4.0,1.0
"Medebach, Germany",22,5.0,6,6,7,110.5,1.1666666666666667
"Yarragon, Australia",11,5.0,2,2,4,7.0,2.0
"Aquidauana, Brazil",24,5.0,5,5,4,10.5,0.8
"Menlo Park, USA",14,5.0,3,3,5,5.5,1.6666666666666667
"Nieuwkoop, Netherlands",30,5.0,2,2,5,13.5,2.5
"Lautoka, Fiji",169,5.0,5,5,6,47.0,1.2
"Yesan, South Korea",8,5.0,4,4,5,55.5,1.25
"Alcoa, USA",8,5.0,1,1,3,4.5,3.0
"Tiruvalla, India",14,5.0,3,3,4,3.5,1.3333333333333333
"Hallstadt, Germany",126,5.0,5,5,13,54.5,2.6
"Uithoorn, Netherlands",45,5.0,3,3,8,16.0,2.6666666666666665
"Dandridge, USA",10,5.0,4,4,5,3.0,1.25
"Mercedez, Argentina",10,5.0,5,5,2,3.0,0.4
"La Punta, Argentina",168,5.0,4,4,6,64.5,1.5
"Merei, Romania",35,5.0,3,3,4,14.0,1.3333333333333333
"Castellina in Chianti, Italy",17,5.0,5,5,5,3.0,1.0
"Tisvilde, Denmark",6,5.0,4,4,4,1.0,1.0
"Alcolea, Spain",6,5.0,4,5,5,1.0,1.0
"Casselman, Canada",13,5.0,4,4,2,2.0,0.5
"Sierre, Switzerland",6,5.0,4,4,5,1.0,1.25
"Simpelveld, Netherlands",16,5.0,2,3,3,6.5,1.0
"Sierra Vista, USA",9,5.0,5,5,4,2.0,0.8
"Harmanli, Bulgaria",7,5.0,4,4,3,1.0,0.75
"Castellammare del Golfo, Italy",11,5.0,5,5,6,2.0,1.2
"Leongatha, Australia",7,5.0,2,2,4,3.0,2.0
"Jesmond, United Kingdom",13,5.0,5,5,4,2.0,0.8
"Memmelsdorf, Germany",43,5.0,3,3,2,18.0,0.6666666666666666
"Blainville, Canada",29,5.0,3,3,4,9.0,1.3333333333333333
"Lancut, Poland",23,5.0,7,7,5,4.0,0.7142857142857143
"Dawson Creek, Canada",10,5.0,4,5,4,1.5,0.8
"New Glasgow, Canada",12,5.0,5,5,4,2.0,0.8
"Saddleworth, United Kingdom",30,5.0,4,4,6,12.5,1.5
"Dawlish, United Kingdom",9,5.0,5,5,4,1.0,0.8
"Russell Island, Australia",30,5.0,1,3,1,8.5,0.3333333333333333
"Bay Shore, USA",32,5.0,3,3,8,8.5,2.6666666666666665
"Daveyton, South Africa",7,5.0,3,4,2,1.0,0.5
"Ullapool, United Kingdom",13,5.0,4,4,4,3.0,1.0
"Jerte, Spain",7,5.0,5,6,5,1.0,0.8333333333333334
"Mengíbar, Spain",6,5.0,2,3,2,1.5,0.6666666666666666
"Casino, Australia",14,5.0,5,5,3,2.0,0.6
"Halebidu, India",12,5.0,3,3,5,2.5,1.6666666666666667
"Kuchugury, Russia",7,5.0,4,4,4,2.0,1.0
"Bayona, Spain",40,5.0,10,10,3,6.5,0.3
"Simanindo, Indonesia",28,5.0,2,4,3,4.5,0.75
"Las Heras, Argentina",52,5.0,4,4,5,14.5,1.25
"Rubiera, Italy",28,5.0,4,4,6,14.5,1.5
"Cassino, Italy",157,5.0,6,6,11,71.0,1.8333333333333333
"Ybbsitz, Austria",5,5.0,1,1,3,3.0,3.0
"Mertesdorf, Germany",18,5.0,4,5,5,2.5,1.0
"Jasin, Malaysia",16,5.0,6,6,4,8.5,0.6666666666666666
"Rüsselsheim, Germany",182,5.0,8,8,6,39.5,0.75
"Czechowice-Dziedzice, Poland",8,5.0,4,4,4,2.0,1.0
"Jangseong, South Korea",12,5.0,3,3,5,6.5,1.6666666666666667
"Sabi Sand Game Reserve, South Africa",49,5.0,7,7,4,66.0,0.5714285714285714
"Meruoca, Brazil",5,5.0,3,4,2,1.0,0.5
"Yawatahama, Japan",20,5.0,6,9,5,2.5,0.5555555555555556
"Jarnac, France",19,5.0,1,1,4,10.0,4.0
"Newham, United Kingdom",30,5.0,3,4,5,10.0,1.25
"D'Iberville, USA",50,5.0,2,2,6,13.0,3.0
"Wellington, Australia",7,5.0,4,4,2,1.0,0.5
"Black Rock, Trinidad and Tobago",48,5.0,4,8,3,147.5,0.375
"Hanumangarh, India",6,5.0,5,5,4,1.0,0.8
"Silhouette Island, Seychelles",102,5.0,8,8,2,22.5,0.25
"Newburyport, USA",20,5.0,6,6,6,3.0,1.0
"Alegre, Brazil",7,5.0,2,3,1,2.0,0.3333333333333333
"Sigriswil, Switzerland",139,5.0,6,6,6,109.0,1.0
"Beaumaris, United Kingdom",27,5.0,5,5,4,10.0,0.8
"Sikeston, USA",10,5.0,4,4,4,3.5,1.0
"Hancock, USA",92,5.0,2,3,7,21.5,2.3333333333333335
"Dajia District, Taiwan",7,5.0,2,2,4,13.0,2.0
"Beachport, Australia",14,5.0,6,6,3,4.5,0.5
"Blaby, United Kingdom",6,5.0,2,2,5,4.5,2.5
"Ryman , Poland",22,5.0,4,4,1,4.0,0.25
"Rymanów, Poland",27,5.0,3,3,5,5.0,1.6666666666666667
"Ngwe Saung Beach, Myanmar",66,5.0,4,4,7,43.5,1.75
"Yeongam, South Korea",47,5.0,3,3,3,11.0,1.0
"Czarny Dunajec, Poland",71,5.0,5,6,6,27.0,1.0
"Jandaíra, Brazil",54,5.0,16,18,3,4.5,0.16666666666666666
"Ngaruawahia, New Zealand",179,5.0,2,2,9,71.0,4.5
"Merlimau, Malaysia",31,5.0,4,4,5,6.0,1.25
"Baños de Montemayor, Spain",44,5.0,6,7,6,15.5,0.8571428571428571
"Castellar de Nuch, Spain",17,5.0,5,5,3,3.0,0.6
"Dalaas/Wald, Austria",41,5.0,3,3,7,17.0,2.3333333333333335
"Lallio, Italy",6,5.0,1,1,3,3.5,3.0
"Jaén, Peru",24,5.0,6,6,5,27.5,0.8333333333333334
"Dalmine, Italy",80,5.0,3,3,4,94.5,1.3333333333333333
"Siloam Springs, USA",42,5.0,5,5,3,7.0,0.6
"Başiskele, Turkey",86,5.0,3,3,5,35.5,1.6666666666666667
"Newtownmountkennedy, Ireland",73,5.0,4,5,3,34.0,0.6
"Newtownards, United Kingdom",21,5.0,3,3,6,20.0,2.0
"Dalhart, USA",7,5.0,4,5,3,1.0,0.6
"Castel Gandolfo, Italy",115,5.0,5,5,9,53.0,1.8
"Bay Harbor, USA",45,5.0,4,4,3,18.0,0.75
"Niles, USA",24,5.0,3,5,6,7.5,1.2
"Le Grand- Bornand Village, France",12,5.0,5,5,6,2.5,1.2
"Meerssen, Netherlands",25,5.0,3,3,7,9.0,2.3333333333333335
"Carnon Plage, France",7,5.0,4,4,4,1.0,1.0
"Wausau, USA",50,5.0,6,6,7,8.5,1.1666666666666667
"Saijo, Japan",15,5.0,4,4,5,3.0,1.25
"York, Australia",25,5.0,3,4,5,6.0,1.25
"Yorii, Japan",14,5.0,3,4,5,3.5,1.25
"Jochberg, Austria",16,5.0,7,8,4,2.5,0.5
"Meyzieu, France",32,5.0,5,5,7,6.5,1.4
"Bataysk, Russia",9,5.0,3,4,5,2.0,1.25
"Batehaven, Australia",7,5.0,3,4,4,6.0,1.0
"Cunit, Spain",36,5.0,8,10,6,3.0,0.6
"Ha'il, Saudi Arabia",9,5.0,5,5,4,1.0,0.8
"Carpina, Brazil",9,5.0,3,4,3,2.0,0.75
"Mexican Hat, USA",19,5.0,5,5,4,7.0,0.8
"Nomi, Japan",6,5.0,4,4,3,1.0,0.75
"Güéjar Sierra, Spain",5,5.0,2,2,2,2.0,1.0
"Wenduine, Belgium",12,5.0,3,3,3,3.0,1.0
"Jaigaon, India",8,5.0,5,5,4,1.0,0.8
"Skaneateles, USA",24,5.0,5,5,7,3.5,1.4
"Siemianowice Śląskie, Poland",70,5.0,4,4,5,21.5,1.25
"Rosemère, Canada",32,5.0,4,5,4,7.0,0.8
"Denham, Australia",177,5.0,6,8,8,55.0,1.0
"Noppharat Thara Beach , Thailand",12,5.0,2,2,5,3.5,2.5
"Nora, Sweden",11,5.0,4,4,3,2.0,0.75
"Carnelian Bay, USA",24,5.0,3,4,7,9.5,1.75
"Sleaford, United Kingdom",16,5.0,3,3,2,4.5,0.6666666666666666
"Lapoutroie, France",8,5.0,4,4,4,2.0,1.0
"Roldanillo, Colombia",11,5.0,4,5,3,2.0,0.6
"Gwatt, Switzerland",13,5.0,2,2,3,6.0,1.5
"North Adams, USA",27,5.0,2,2,3,8.0,1.5
"Romanshorn, Switzerland",18,5.0,5,5,4,3.5,0.8
"Derby, USA",17,5.0,4,4,4,5.0,1.0
"Norheimsund, Norway",9,5.0,2,2,3,3.0,1.5
"Gyöngyös, Hungary",14,5.0,7,7,6,2.5,0.8571428571428571
"Deptford, USA",17,5.0,7,7,6,2.0,0.8571428571428571
"Carmo do Rio Claro, Brazil",22,5.0,6,6,5,4.5,0.8333333333333334
"Nordhorn, Germany",25,5.0,5,5,5,5.0,1.0
"Nordeste, Portugal",12,5.0,5,5,5,2.5,1.0
"Yoro, Japan",20,5.0,10,10,3,4.0,0.3
"Laktaši, Bosnia and Herzegovina",9,5.0,4,4,3,2.0,0.75
"Roncq, France",11,5.0,6,6,5,2.0,0.8333333333333334
"Saint Arnoult, France",19,5.0,4,4,4,6.0,1.0
"Batang Melaka, Malaysia",26,5.0,10,10,7,3.0,0.7
"Dennis Port, USA",10,5.0,5,5,3,1.5,0.6
"Alexandria Bay, USA",12,5.0,5,6,4,2.0,0.6666666666666666
"Beauly, United Kingdom",24,5.0,4,4,4,5.0,1.0
"Los Andes, Chile",21,5.0,5,5,6,4.0,1.2
"Umkirch, Germany",36,5.0,1,2,3,14.5,1.5
"Melide, Switzerland",55,5.0,4,4,7,13.0,1.75
"Lenting, Germany",9,5.0,3,3,3,10.0,1.0
"Wendake, Canada",75,5.0,6,6,7,17.0,1.1666666666666667
"Sittard, Netherlands",76,5.0,7,7,7,27.5,1.0
"Carrù, Italy",7,5.0,4,4,5,2.0,1.25
"La Coronilla, Uruguay",49,5.0,7,7,3,6.0,0.42857142857142855
"Umhlali, South Africa",33,5.0,5,6,5,5.0,0.8333333333333334
"Battle Creek, USA",42,5.0,6,6,7,11.5,1.1666666666666667
"Castelnau-le-Lez, France",16,5.0,4,4,5,3.0,1.25
"Harrington, Australia",13,5.0,4,4,3,2.0,0.75
"Rothesay, United Kingdom",7,5.0,3,4,4,1.0,1.0
"Melkbosstrand, South Africa",10,5.0,1,2,2,3.5,1.0
"Battle, United Kingdom",14,5.0,4,4,9,4.5,2.25
"Nissaki, Greece",31,5.0,3,4,6,7.0,1.5
"Roudnice nad Labem, Czech Republic",21,5.0,5,5,6,5.0,1.2
"Kukup, Malaysia",15,5.0,3,3,5,38.0,1.6666666666666667
"Batu Gajah, Malaysia",22,5.0,3,3,5,5.0,1.6666666666666667
"Deba, Spain",102,5.0,3,3,5,55.5,1.6666666666666667
"Baumholder, Germany",6,5.0,1,1,3,4.5,3.0
"Weesen, Switzerland",54,5.0,5,5,5,10.0,1.0
"Dačice, Czech Republic",18,5.0,3,3,5,4.5,1.6666666666666667
"Dej, Romania",5,5.0,3,5,4,1.0,0.8
"Yarmouth, Canada",8,5.0,4,4,2,1.5,0.5
"Rosslare, Ireland",64,5.0,5,6,8,19.5,1.3333333333333333
"Curral das Freiras, Portugal",15,5.0,3,3,4,3.0,1.3333333333333333
"Castelvetro di Modena, Italy",17,5.0,1,1,3,9.0,3.0
"Lepe, Spain",25,5.0,4,5,3,6.0,0.6
"Nogent-sur-Oise, France",71,5.0,3,3,5,32.0,1.6666666666666667
"Unaí, Brazil",12,5.0,4,4,3,2.0,0.75
"La Roche-Guyon, France",30,5.0,3,3,4,11.5,1.3333333333333333
"Delfzijl, Netherlands",10,5.0,4,4,5,12.5,1.25
"Delden, Netherlands",13,5.0,5,5,5,7.0,1.0
"Haapsalu, Estonia",79,5.0,5,6,9,12.0,1.5
"Currimao, Philippines",44,5.0,3,3,2,17.5,0.6666666666666666
"Lichtenvoorde, Netherlands",29,5.0,5,5,3,5.0,0.6
"Wendisch Rietz, Germany",11,5.0,6,6,6,2.0,1.0
"Nocera Inferiore, Italy",38,5.0,3,3,5,13.5,1.6666666666666667
"Jinhua, China",7,5.0,1,1,3,4.0,3.0
"Rosscarbery, Ireland",18,5.0,4,4,3,5.5,0.75
"Los Pargos, Costa Rica",7,4.0,1,1,5,5.0,5.0
"Lisieux, France",88,4.0,7,7,8,15.0,1.1428571428571428
"Les Salles-sur-Verdon, France",7,4.0,3,4,2,1.0,0.5
"Lepșa, Romania",8,4.0,5,5,4,2.0,0.8
"Laramie, USA",54,4.0,5,5,5,7.0,1.0
"Laranjal Paulista, Brazil",7,4.0,3,3,2,2.0,0.6666666666666666
"Lanslebourg-Mont-Cenis, France",12,4.0,4,4,4,2.5,1.0
"Lindesberg, Sweden",5,4.0,3,3,4,1.0,1.3333333333333333
"Lorica, Colombia",7,4.0,2,2,3,2.0,1.5
"Leppävirta, Finland",15,4.0,4,4,2,5.0,0.5
"Lochinver, United Kingdom",12,4.0,2,2,4,4.5,2.0
"Lourdata, Greece",10,4.0,3,3,3,7.5,1.0
"Leptokaria, Greece",65,4.0,5,5,11,20.0,2.2
"Lençóis Paulista, Brazil",6,4.0,3,3,3,1.5,1.0
"Leyland, United Kingdom",189,4.0,7,9,10,18.0,1.1111111111111112
"Le Castellet, France",7,4.0,4,4,6,2.0,1.5
"Lapua, Finland",20,4.0,1,1,3,10.5,3.0
"Langgöns, Germany",4,4.0,1,3,2,4.5,0.6666666666666666
"Los Vilos, Chile",31,4.0,4,5,5,95.0,1.0
"Lodi, Italy",108,4.0,7,8,6,21.0,0.75
"Latrobe, USA",10,4.0,3,3,3,2.0,1.0
"Liévin, France",6,4.0,2,2,4,2.5,2.0
"Lievelde, Netherlands",16,4.0,5,5,1,3.0,0.2
"Legnano, Italy",49,4.0,4,4,4,13.0,1.0
"Lipowa, Poland",25,4.0,4,4,4,10.0,1.0
"Little Torch Key, USA",55,4.0,7,7,4,21.0,0.5714285714285714
"Leidschendam, Netherlands",14,4.0,3,4,4,7.5,1.0
"Las Rabonas, Argentina",19,4.0,3,3,5,7.0,1.6666666666666667
"Lechbruck, Germany",107,4.0,3,3,7,101.0,2.3333333333333335
"Llavorsí, Spain",57,4.0,5,6,11,17.0,1.8333333333333333
"Liérganes, Spain",6,4.0,4,4,1,1.0,0.25
"Liestal, Switzerland",68,4.0,4,4,9,29.5,2.25
"Lidingö, Sweden",8,4.0,4,5,5,2.5,1.0
"Lenoir, USA",5,4.0,1,1,2,3.0,2.0
"Limni, Greece",42,4.0,5,5,4,18.5,0.8
"Limonest, France",28,4.0,2,2,2,10.5,1.0
"Leutkirch, Germany",88,4.0,4,4,8,61.5,2.0
"Les Allues, France",6,4.0,2,2,4,2.0,2.0
"Los Barrios, Spain",97,4.0,4,4,6,31.0,1.5
"Larkhall, United Kingdom",15,4.0,1,2,3,4.0,1.5
"Lefkimi, Greece",7,4.0,3,3,2,2.0,0.6666666666666666
"Larouche, Canada",4,4.0,1,1,2,72.5,2.0
"Lohr am Main, Germany",17,4.0,4,4,6,6.0,1.5
"Langenzenn, Germany",71,4.0,2,2,3,24.0,1.5
"Lilydale, USA",8,4.0,3,3,4,14.5,1.3333333333333333
"Lannemezan, France",5,4.0,2,2,2,2.0,1.0
"Los Gatos, USA",229,4.0,6,8,8,37.0,1.0
"Libreville, Gabon",10,4.0,3,3,4,2.5,1.3333333333333333
"Langweiler, Germany",11,4.0,4,4,1,2.0,0.25
"Limatola, Italy",274,4.0,5,6,11,50.5,1.8333333333333333
"Licata, Italy",72,4.0,5,5,9,17.5,1.8
"Le Lion-d'Angers, France",37,4.0,3,3,4,14.0,1.3333333333333333
"Liscate, Italy",9,4.0,1,3,2,2.0,0.6666666666666666
"Le Perthus, France",10,4.0,4,4,3,5.5,0.75
"Leimen, Germany",7,4.0,4,4,2,1.0,0.5
"Loket, Czech Republic",135,4.0,3,3,7,65.0,2.3333333333333335
"Leoben, Austria",40,4.0,4,4,6,10.5,1.5
"Lastra a Signa, Italy",46,4.0,3,3,7,17.5,2.3333333333333335
"Lokeren, Belgium",11,4.0,3,3,5,4.0,1.6666666666666667
"Lightning Ridge, Australia",26,4.0,5,5,2,3.5,0.4
"Lanzhou, China",61,4.0,3,3,8,23.0,2.6666666666666665
"Le Conquet, France",10,4.0,3,3,4,2.5,1.3333333333333333
"Lead, USA",13,4.0,2,2,4,8.0,2.0
"Llansá, Spain",68,4.0,3,3,5,17.0,1.6666666666666667
"Linguaglossa, Italy",17,4.0,3,3,4,5.0,1.3333333333333333
"Lititz, USA",5,4.0,2,2,3,2.0,1.5
"Lorgues, France",30,4.0,4,4,3,9.5,0.75
"'s-Heerenberg, Netherlands",99,4.0,4,4,3,43.0,0.75
"Loutro, Greece",9,4.0,3,3,5,2.0,1.6666666666666667
"South Tangerang, Indonesia",11,4.0,5,5,7,8.0,1.4
"Soldiers Point, Australia",64,4.0,5,5,5,12.5,1.0
"Solin, Croatia",22,4.0,4,4,3,5.0,0.75
"Somers Point, USA",17,4.0,2,3,3,5.0,1.0
"Sommacampagna, Italy",41,4.0,3,3,5,17.0,1.6666666666666667
"Son La, Vietnam",10,4.0,7,7,5,2.5,0.7142857142857143
"Sopot, Bulgaria",42,4.0,4,4,5,16.5,1.25
"Sotteville-lès-Rouen, France",30,4.0,1,1,6,15.5,6.0
"Soustons, France",4,4.0,1,2,4,1.5,2.0
"South Bimini, Bahamas",7,4.0,2,2,4,2.0,2.0
"South Hill, USA",8,4.0,4,4,4,1.5,1.0
"South Normanton, United Kingdom",51,4.0,5,5,5,20.0,1.0
"South St. Paul, USA",74,4.0,3,3,7,43.5,2.3333333333333335
"Southgate, United Kingdom",8,4.0,2,2,3,3.5,1.5
"Sodegaura, Japan",15,4.0,4,4,5,22.0,1.25
"Spencer, USA",62,4.0,5,5,5,89.5,1.0
"Spilsby, United Kingdom",41,4.0,2,2,2,20.0,1.0
"Spremberg, Germany",16,4.0,5,5,3,2.5,0.6
"Spring Valley, USA",36,4.0,5,6,6,4.5,1.0
"Spånga, Sweden",16,4.0,1,1,5,8.5,5.0
"Sremska Mitrovica, Serbia",4,4.0,4,4,4,1.0,1.0
"St Leonards-on-Sea, United Kingdom",45,4.0,3,3,6,16.0,2.0
"St Martin, United Kingdom",10,4.0,4,4,3,2.0,0.75
"St. Anton im Montafon, Austria",16,4.0,2,2,4,7.0,2.0
"St. Ulrich am Pillersee, Austria",14,4.0,4,4,5,3.0,1.25
"Stalham, United Kingdom",17,4.0,3,3,4,31.0,1.3333333333333333
"Standish, United Kingdom",4,4.0,2,2,2,1.5,1.0
"Soissons, France",23,4.0,4,4,5,5.0,1.25
"Sochaczew, Poland",11,4.0,4,5,5,2.0,1.0
"Sierpc, Poland",16,4.0,6,6,1,2.0,0.16666666666666666
"Sissi, Greece",100,4.0,6,6,7,33.5,1.1666666666666667
"Sigulda, Latvia",31,4.0,2,3,3,6.0,1.0
"Siljansnäs, Sweden",8,4.0,2,2,3,2.5,1.5
"Silla, Spain",15,4.0,2,2,1,5.0,0.5
"Simi Valley, USA",7,4.0,4,4,2,2.0,0.5
"Simlångsdalen, Sweden",7,4.0,2,2,2,2.0,1.0
"Simonswald, Germany",20,4.0,2,2,3,6.5,1.5
"Simontornya, Hungary",8,4.0,3,3,2,2.0,0.6666666666666666
"Simrishamn, Sweden",51,4.0,6,6,3,17.0,0.5
"Sinquerim, India",22,4.0,4,4,2,4.0,0.5
"Sint-Laureins, Belgium",8,4.0,3,4,3,2.0,0.75
"Sinzheim, Germany",11,4.0,1,2,3,7.0,1.5
"Sirnitz, Austria",6,4.0,1,1,1,3.5,1.0
"Sisters, USA",53,4.0,4,4,2,11.0,0.5
"Soave, Italy",23,4.0,3,5,2,3.0,0.4
"Sitapur, India",18,4.0,5,5,3,3.5,0.6
"Sittensen, Germany",7,4.0,2,2,3,7.0,1.5
"Sjusjoen, Norway",11,4.0,4,4,6,3.0,1.5
"Skala Rachoni, Greece",14,4.0,2,2,6,5.5,3.0
"Skala, Greece",37,4.0,6,6,6,7.0,1.0
"Skipsea, United Kingdom",8,4.0,2,2,4,2.5,2.0
"Skärhamn, Sweden",4,4.0,2,3,3,1.0,1.0
"Slagharen, Netherlands",138,4.0,4,5,9,16.0,1.8
"Slavonski Brod, Croatia",4,4.0,4,4,4,1.0,1.0
"Slippery Rock, USA",43,4.0,1,1,4,22.0,4.0
"Smiksi, Greece",55,4.0,2,5,3,11.0,0.6
